Titulo,Ano,Duracao,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
The Speed Cubers,2020,39.0,Netflix,,7.4/10,79/100,This documentary captures the extraordinary twists and turns in the journeys of Rubik's Cube-solving champions Max Park and Feliks Zemdegs.
Kung Fu Panda 2,2011,90.0,Netflix,7+,7.2/10,79/100,"With his fists up and belly full, Po embarks on a perilous journey with the Furious Five to take on a frightful new enemy and save the art of kung fu."
The Dirt,2019,107.0,Netflix,18+,7.0/10,79/100,"In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom."
Andhadhun,2018,139.0,Netflix,,8.2/10,79/100,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
Atlantics,2019,106.0,Netflix,13+,6.7/10,79/100,"Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."
37 Seconds,2019,115.0,Netflix,,7.3/10,79/100,"Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation."
El Camino: A Breaking Bad Movie,2019,122.0,Netflix,18+,7.3/10,79/100,"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul."
Underworld,2003,121.0,Netflix,18+,7.0/10,79/100,A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.
The Ring,2002,115.0,Netflix,13+,7.1/10,79/100,A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?
Hold the Dark,2018,125.0,Netflix,,5.6/10,79/100,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery."
The Karate Kid,1984,126.0,Netflix,7+,7.3/10,79/100,"When a bullied teen befriends an unassuming martial arts master, he’ll learn life lessons — and the right moves — to beat back his merciless rivals."
Quincy,2018,60.0,Netflix,18+,7.6/10,79/100,"This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career."
The Patriot,2000,165.0,Outra,18+,7.2/10,79/100,
Get In,2019,97.0,Netflix,18+,5.6/10,79/100,"When he returns from vacation and finds his home occupied by squatters, a family man is caught in a conflict that escalates to terrifying heights."
ZZ Top: That Little Ol' Band From Texas,2019,91.0,Outra,,7.5/10,79/100,
Jerry Before Seinfeld,2017,62.0,Netflix,16+,7.0/10,79/100,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
Mike Birbiglia: The New One,2019,85.0,Netflix,,7.7/10,78/100,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.
A Silent Voice: The Movie,2016,130.0,Outra,13+,8.2/10,78/100,
Klaus,2019,96.0,Netflix,7+,8.2/10,78/100,"A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it."
Snowden,2016,134.0,Netflix,18+,7.3/10,78/100,This thriller traces Edward Snowden's journey from Army recruit to disillusioned government analyst bent on exposing vast U.S. surveillance programs.
"Nick Kroll & John Mulaney: Oh, Hello on Broadway",2017,,Outra,18+,7.7/10,78/100,
What's Eating Gilbert Grape,1993,118.0,Netflix,13+,7.7/10,78/100,"In a backwater Iowa town, young Gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life."
The Da Vinci Code,2006,149.0,Netflix,13+,6.6/10,78/100,"When the curator of the Louvre is killed, a Harvard professor and a cryptographer must untangle a web of deceit involving works of Leonardo da Vinci."
Stranger Than Fiction,2006,113.0,Outra,13+,7.5/10,78/100,
Don 2,2011,148.0,Netflix,,7.1/10,78/100,"With Asia under his complete control, criminal mastermind Don turns to Europe, battling the mob bosses of each nation along the way."
Elena,2013,109.0,Netflix,,7.6/10,78/100,"In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting."
Real Steel,2011,127.0,Netflix,13+,7.0/10,78/100,A struggling fighter-turned-promoter reconnects with his estranged son to convert an old-generation robot into a mighty World Robot Boxing contender.
The Founder,2017,115.0,Netflix,13+,7.2/10,78/100,"After a fateful encounter with the McDonald brothers, struggling salesman Ray Kroc becomes driven to change the way hamburgers are made and sold."
Stargate,1994,44.0,Netflix,13+,7.1/10,78/100,An Egyptologist joins a mission into the unknown when he helps the military unlock the mystery of a stone archway that's a portal to another universe.
Shirkers,2018,97.0,Netflix,,7.4/10,78/100,"In 1992, Sandi Tan and her friends shot a quirky film on the streets of Singapore. Then the footage disappeared, sending her on a hunt for answers."
Chef,2014,114.0,Netflix,18+,7.3/10,78/100,"After igniting a Twitter war with a well-known culinary critic, a Los Angeles chef packs his knives, heads home to Miami and opens a food truck."
Fire in the Blood,2013,87.0,Netflix,,7.7/10,78/100,Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable.
Austin Powers: International Man of Mystery,1997,94.0,Netflix,13+,7.0/10,78/100,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil."
Miles Davis: Birth of the Cool,2019,115.0,Netflix,,7.4/10,78/100,Unpack the mythology of Miles Davis and learn the true story of a jazz legend with never-before-seen footage and celebrity interviews.
Insidious,2010,103.0,Netflix,13+,6.8/10,78/100,"A family moves into a new home, where their son falls into a coma and eerie events begin to reveal something far more sinister is lurking in the house."
Screwball,2019,105.0,Netflix,,7.1/10,78/100,A steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.
The Old Guard,2020,125.0,Netflix,18+,6.7/10,78/100,Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.
Rango,2011,107.0,Netflix,7+,7.2/10,78/100,"When he becomes lost in the desert, pet chameleon Rango pretends he's a tough guy and ends up sheriff of a corrupt and violent frontier town."
Before I Wake,2016,97.0,Netflix,13+,6.2/10,78/100,"Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability."
The Disaster Artist,2017,104.0,Netflix,18+,7.4/10,78/100,"Aspiring actor Greg moves to Los Angeles with his strange friend Tommy, then agrees to star in his movie. Things start weird and get a lot weirder."
Fruitvale Station,2013,85.0,Netflix,18+,7.5/10,77/100,"This dramatic rendering of a real-life tragedy recounts the final hours of Oscar Grant, shot by San Francisco transit police on New Year's Day, 2009."
The Florida Project,2017,111.0,Netflix,18+,7.6/10,77/100,A mischievous 6-year-old finds the magic in her own circumstances while living with her troubled mom in a budget motel near Disney World.
Behind the Curve,2018,96.0,Netflix,16+,6.5/10,77/100,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it."
Lawless,2012,116.0,Netflix,18+,7.3/10,77/100,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers, whose exploits during the Prohibition era made them outlaw heroes."
Errementari: The Blacksmith and the Devil,2018,98.0,Netflix,18+,6.4/10,77/100,"A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore."
Audrie & Daisy,2016,95.0,Netflix,,7.2/10,77/100,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities."
Quantum of Solace,2008,106.0,Netflix,13+,6.6/10,77/100,"Picking up an hour after the events of 2006's Casino Royale, this James Bond adventure finds 007 tracking a traitor who's infiltrated Britain's MI6."
The Master,2012,138.0,Netflix,18+,7.2/10,77/100,"A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion."""
Layer Cake,2004,105.0,Netflix,18+,7.3/10,77/100,"A suave, steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job."
Flipped,2010,90.0,Netflix,7+,7.7/10,77/100,"Bryce and Juli first meet as children, with Juli having a crush on Bryce. As they mature, it appears their bond may blossom into something more."
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,74.0,Netflix,16+,7.1/10,77/100,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy."
Friends with Benefits,2011,109.0,Outra,18+,6.5/10,77/100,
Tig,2015,95.0,Netflix,,7.4/10,77/100,Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.
Roll Red Roll,2019,80.0,Netflix,,7.1/10,77/100,"This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight."
Enola Holmes,2020,123.0,Netflix,13+,6.6/10,77/100,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord."
PK,2015,153.0,Netflix,13+,8.1/10,77/100,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.
Good Time,2017,102.0,Netflix,18+,7.4/10,77/100,"After spearheading an ill-fated bank robbery, a man must get his mentally challenged younger brother out of jail while eluding his own capture."
The Next Three Days,2010,133.0,Netflix,13+,7.3/10,77/100,"When his wife becomes a murder suspect and is sent to prison, a professor plots a meticulous plan to take back her freedom and reunite his family."
Miracle in Cell No. 7,2019,132.0,Netflix,16+,8.2/10,77/100,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child."
Like Stars on Earth,2007,165.0,Outra,7+,8.4/10,77/100,
Trixie Mattel: Moving Parts,2019,91.0,Netflix,,7.3/10,77/100,Drag queen Trixie Mattel deals with the bittersweet reality of success in this documentary that explores her rise to fame and subsequent music career.
Talaash,2012,140.0,Netflix,,7.2/10,77/100,"Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage."
Evelyn,2019,94.0,Netflix,,7.1/10,77/100,"Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing."
I Am Sam,2001,132.0,Netflix,13+,7.6/10,77/100,"When the legal system declares him unfit to be a parent, a father with an intellectual disability fights to regain custody of his young daughter."
In the Shadow of the Moon,2019,115.0,Netflix,18+,6.2/10,77/100,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.
Neon Genesis Evangelion: The End of Evangelion,1997,87.0,Outra,18+,8.1/10,77/100,
Memoirs of a Geisha,2005,145.0,Netflix,13+,7.3/10,76/100,"Sold to a geisha house as a child, a fisherman’s daughter becomes the most sought-after geisha in Kyoto, but rivalries threaten the destiny she desires."
Mad Max,1979,88.0,Netflix,18+,6.9/10,76/100,"In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance."
