"Titulo","Ano","Escritor"
"Love Is Blind",2020,"Jennifer Schuur"
"Wormwood",2017,"Kieran Fitzgerald"
"Crashing",2016,"Phoebe Waller-Bridge"
"Baby",2018,"Antonio Le Fosse"
"Sweet Home",2020,"Kim Hyung-min"
"Sweet Home",2020,"Kim Kan-bi"
"Sweet Home",2020,"Park So-Jeong"
"The Disastrous Life of Saiki K.",2016,"Joel Bergen"
"The Disastrous Life of Saiki K.",2016,"Shûichi Asô"
"The Disastrous Life of Saiki K.",2016,"Michiko Yokote"
"The Innocence Files",2020,"Dallas Brennan"
"BNA",2020,"Kazuki Nakashima"
"The Mist",2017,"Stephen King"
"The Mist",2017,"Christian Torpe"
"Halston",2021,"Ian Brennan"
"Halston",2021,"Steven Gaines"
"Halston",2021,"Ted Malawer"
"Shaun the Sheep",2007,"David Fine"
"The Universe",2007,"Kevin Barry"
"The Universe",2007,"Robert Beemer"
"Self Made: Inspired by the Life of Madam C.J. Walker",2020,"Nicole Jefferson Asher"
"Self Made: Inspired by the Life of Madam C.J. Walker",2020,"A'Lelia Bundles"
"Self Made: Inspired by the Life of Madam C.J. Walker",2020,"Elle Johnson"
"Shtisel",2013,"Ori Elon"
"Shtisel",2013,"Yehonatan Indursky"
"The Boss Baby: Back in Business",2018,"Megan Atkinson"
"The Boss Baby: Back in Business",2018,"Phil Binder"
"The Boss Baby: Back in Business",2018,"Sam Cherington"
"Puella Magi Madoka Magica",2011,"Gen Urobuchi"
"Masameer County",2021,"Abdulaziz Almuzaini"
"Masameer County",2021,"Malik Nejer"
"Comedians in Cars Getting Coffee",2012,"Jerry Seinfeld"
"Comedians in Cars Getting Coffee",2012,"Larry David"
"Dark Tourist",2018,"Paul Horan"
"Criminal: UK",2019,"Jim Field Smith"
"Criminal: UK",2019,"George Kay"
"The Bureau of Magical Things",2018,"Chris Anastassiades"
"The Bureau of Magical Things",2018,"Sam Carroll"
"The Bureau of Magical Things",2018,"Li-Kim Chuah"
"Cleverman",2016,"Ryan Griffen"
"The Innocent Man",2018,"Ross M. Dinerstein"
"The Innocent Man",2018,"Clay Tweel"
"The Innocent Man",2018,"John Grisham"
"Word of Honor",2021,"Xiao Chu"
"Word of Honor",2021,"Priest"
"Pawn Stars",2009,"Brian Greene"
"Pawn Stars",2009,"Greg Volk"
"Damnation",2017,"Tony Tost"
"Damnation",2017,"Nazrin Choudhury"
"Lovesick",2014,"Tom Edge"
"Watership Down",2018,"Richard Adams"
"Watership Down",2018,"Tom Bidwell"
"Undercover",2019,"Lars Damoiseaux"
"Undercover",2019,"Sachint Goel"
"Undercover",2019,"Shane Gotcher"
"Rita",2012,"Christian Torpe"
"Dorohedoro",2020,"Kyu Hayashida"
"Dorohedoro",2020,"Hiroshi Seko"
"Maid Sama!",2010,"Masaharu Amiya"
"Maid Sama!",2010,"Hiro Fujiwara"
"Maid Sama!",2010,"Mamiko Ikeda"
"Mystery Science Theater 3000: The Return",2017,"Joel Hodgson"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?",2015,"Ayumu Hisao"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?",2015,"Fujino Omori"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?",2015,"Hideki Shirane"
"Surviving R. Kelly",2019,"Nigel Bellis"
"Surviving R. Kelly",2019,"Astral Finnie"
"Surviving R. Kelly",2019,"Laura Hoeppner"
"Flaked",2016,"Will Arnett"
"Flaked",2016,"Mark Chappell"
"Fate/Zero",2011,"Akira Hiyama"
"Fate/Zero",2011,"Takumi Miyajima"
"Fate/Zero",2011,"Kinoko Naga"
"Crazyhead",2016,"Howard Overman"
"The Five",2016,"Harlan Coben"
"The Five",2016,"Daniel Brocklehurst"
"The Five",2016,"Mick Ford"
"Signal",2016,"Muhammad Omar Faruk"
"Signal",2016,"Eun-hee Kim"
"H2O: Just Add Water",2006,"Jonathan M. Shiff"
"Requiem",2018,"Kris Mrksa"
"Requiem",2018,"Blake Ayshford"
"The Valhalla Murders",2019,"Ottar Nordfjord"
"Cardcaptor Sakura",1998,"Clamp"
"Cardcaptor Sakura",1998,"Hiroshi Ishii"
"Cardcaptor Sakura",1998,"Jiro Kaneko"
"Black Earth Rising",2018,"Hugo Blick"
"She's Gotta Have It",2017,"Spike Lee"
"Save Me",2018,"Lennie James"
"Save Me",2018,"Daniel Fajemisin-Duncan"
"Giri/Haji",2019,"Joe Barton"
"The Curse of Oak Island",2014,"Joe Lessard"
"Black",2017,"Ran Choi"
"Losers",2019,"Brin-Jonathan Butler"
"Ajin",2016,"Yoshiki Tanaka"
"Ajin",2016,"Kenta Ihara"
"Ajin",2016,"Jun Kumagai"
"Ink Master",2012,"J. Holland Moore"
"Ink Master",2012,"Andrew Spires"
"The Innocents",2018,"Hania Elkington"
"The Innocents",2018,"Simon Duric"
"The Innocents",2018,"Corinna Faith"
"Goosebumps",1995,"R.L. Stine"
"Goosebumps",1995,"Dan Angel"
"Vampire Knight",2008,"Mari Okada"
"Vampire Knight",2008,"Kristi Reed"
"Angel Beats!",2010,"Takahiro Baba"
"Angel Beats!",2010,"Jun Maeda"
"Green Eggs and Ham",2019,"Brian Schacter"
"Green Eggs and Ham",2019,"Dr. Seuss"
"The Hollow",2018,"Josh Mepham"
"The Hollow",2018,"Kathy Antonsen Rocchio"
"The Hollow",2018,"Greg Sullivan"
"Dogs",2018,"Glen Zipper"
"Dogs",2018,"Keti Stamo"
"It's Bruno!",2019,"Solvan Naim"
"It's Bruno!",2019,"David Ebert"
"Wanted",2016,"Richard Bell"
"Wanted",2016,"Rebecca Gibney"
"Wanted",2016,"John Ridley"
"Masum",2017,"Berkun Oya"
"Cable Girls",2017,"Ramón Campos"
"Lady Dynamite",2016,"Pam Brady"
"Lady Dynamite",2016,"Mitchell Hurwitz"
"The Mire",2018,"Kasper Bajon"
"The Mire",2018,"Jan Holoubek"
"The Mire",2018,"Pawel Maslona"
"Tabula Rasa",2017,"Veerle Baetens"
"Tabula Rasa",2017,"Christophe Dirickx"
"Tabula Rasa",2017,"Malin-Sarah Gozin"
"Ethos",2020,"Berkun Oya"
"Clannad",2007,"Clint Bickham"
"Clannad",2007,"Steven Foster"
"Generation 56k",2021,"Daniel Barnz"
"Man with a Plan",2016,"Jackie Filgo"
"Man with a Plan",2016,"Jeff Filgo"
"Boys Over Flowers",2009,"Yôko Kamio"
"Boys Over Flowers",2009,"Ji-ryun Yoon"
"What's New, Scooby-Doo?",2002,"George Doty IV"
"What's New, Scooby-Doo?",2002,"Ed Scharlach"
"The Letdown",2017,"Alison Bell"
"The Letdown",2017,"Sarah Scheller"
"Sick Note",2017,"Nat Saunders"
"Sick Note",2017,"James Serafinowicz"
"Big Time Rush",2009,"Scott Fellows"
"Girlboss",2017,"Sophia Amoruso"
"Girlboss",2017,"Jen Braeden"
"Quicksand",2019,"Camilla Ahlgren"
"Quicksand",2019,"Malin Persson Giolito"
"Rotten",2018,"Chris Cechin-De La Rosa"
"Rotten",2018,"Ted Gesing"
"Rotten",2018,"Lucy Kennedy"
"The Irregulars",2021,"Tom Bidwell"
"The Irregulars",2021,"Sarah Simmonds"
"College Romance",2018,"Kunal Aneja"
"College Romance",2018,"Abhishek Srivastava"
"College Romance",2018,"Sidhant Mago"
"Bard of Blood",2019,"Vidit Tripathi"
"Bard of Blood",2019,"Mayank Tewari"
"Bard of Blood",2019,"Bilal Siddiqi"
"Charmed",2018,"Constance M. Burge"
"Charmed",2018,"Jessica O'Toole"
"The New Legends of Monkey",2018,"Jane Allen"
"The New Legends of Monkey",2018,"Craig Irvin"
"The New Legends of Monkey",2018,"Jacquelin Perske"
"Nevertheless",2021,"Jung Seo"
"Nevertheless",2021,"Jung Won"
"Fast & Furious Spy Racers",2019,"Bret Haaland"
"Fast & Furious Spy Racers",2019,"Tim Hedrick"
"Itaewon Class",2020,"Gwang Jin"
"The Magic School Bus",1994,"Joanna Cole"
"The Magic School Bus",1994,"Bruce Degen"
"The Magic School Bus",1994,"Jocelyn Stevenson"
"Toast of London",2013,"Matt Berry"
"Toast of London",2013,"Arthur Mathews"
"Patriot Act with Hasan Minhaj",2018,"Ismael Loutfi"
"Offspring",2010,"Debra Oswald"
"Blown Away",2019,"Mike Bickerton"
"Blown Away",2019,"Ron Carroll"
"Trese",2021,"Zig Marasigan"
"Trese",2021,"Budjette Tan"
"Trese",2021,"Mihk Vergara"
"Move to Heaven",2021,"Yoon Ji-Ryun"
"The Heirs",2013,"Eun-sook Kim"
"The Curious Creations of Christine McConnell",2018,"Kirk R. Thatcher"
"Alexa & Katie",2018,"Heather Wordham"
"Alexa & Katie",2018,"Todd Linden"
"Sailor Moon Crystal",2014,"Deborah Crane"
"Sailor Moon Crystal",2014,"Naoko Takeuchi"
"Blood of Zeus",2020,"Charley Parlapanides"
"Blood of Zeus",2020,"Vlas Parlapanides"
"La Reina del Sur",2011,"Miguel Ferrari"
"La Reina del Sur",2011,"José Miguel Núñez"
"Barbarians",2020,"Andreas Heckmann"
"Barbarians",2020,"Arne Nolting"
"Pine Gap",2018,"Greg Haddrick"
"Pine Gap",2018,"Felicity Packard"
"Suburra: Blood on Rome",2017,"Ezio Abbate"
"Taco Chronicles",2019,"Santiago Maza"
"Taco Chronicles",2019,"Arcadi Palerm"
"She",2020,"Imtiaz Ali"
"Between",2015,"Michael McGowan"
"Velvet",2014,"Ángela Armero"
"Velvet",2014,"Estíbaliz Burgaleta"
"Velvet",2014,"Ramón Campos"
"Durarara!!",2010,"Ryôgo Narita"
"Durarara!!",2010,"Toshizo Nemoto"
"Durarara!!",2010,"Noboru Takagi"
"Yu-Gi-Oh!",1998,"Ken'ichi Kanemaki"
"Yu-Gi-Oh!",1998,"Kazuki Takahashi"
"Hostages",2013,"Alon Aranya"
"Blue Exorcist",2011,"Kazue Katô"
"Blue Exorcist",2011,"Ryôta Yamaguchi"
"Blue Exorcist",2011,"Shinsuke Ônishi"
"L.A.'s Finest",2019,"Brandon Margolis"
"L.A.'s Finest",2019,"Ron Shelton"
"Vagabond",2019,"Young Chul Jang"
"Vagabond",2019,"Kyung Soon Jung"
"Thomas & Friends",1984,"Britt Allcroft"
"The Protector",2018,"N. Ipek Gökdel"
"Unsolved Mysteries",1987,"John McLaughlin"
"Unsolved Mysteries",1987,"Ron Nelson"
"Unsolved Mysteries",1987,"John Cosgrove"
"AJ and the Queen",2020,"Michael Patrick King"
"AJ and the Queen",2020,"RuPaul"
"Little Things",2016,"Abhinandan Sridhar"
"Little Things",2016,"Dhruv Sehgal"
"Still Game",2002,"Greg Hemphill"
"Henry Danger",2014,"Dana Olsen"
"Henry Danger",2014,"Dan Schneider"
"Tidying Up with Marie Kondo",2019,"Marie Kondo"
"Nightflyers",2018,"Jeff Buhler"
"Nightflyers",2018,"George R.R. Martin"
"Love 101",2020,"Meriç Acemi"
"Total Drama Island",2007,"Tom McGillis"
"Roman Empire",2016,"Christian Baker"
"Roman Empire",2016,"Dan Benamor"
"Beyond Evil",2021,"Su-jin Kim"
"People Just Do Nothing",2014,"Lily Brazier"
"People Just Do Nothing",2014,"Asim Chaudhry"
"B: The Beginning",2018,"Jalen K. Cassell"
"B: The Beginning",2018,"Katsuya Ishida"
"B: The Beginning",2018,"Kazuto Nakazawa"
"Somebody Feed Phil",2018,"John Bedolis"
"Somebody Feed Phil",2018,"Phil Rosenthal"
"Somebody Feed Phil",2018,"Rich Rosenthal"
"Girl from Nowhere",2018,"Mark Jackson"
"The Liberator",2020,"Alex Kershaw"
"The Liberator",2020,"Jeb Stuart"
"The Irregular at Magic High School",2014,"Yukito Kizawa"
"The Irregular at Magic High School",2014,"Munemasa Nakamoto"
"The Irregular at Magic High School",2014,"Rachel Robinson"
"Norm Macdonald Has a Show",2018,"Josh Gardner"
"Norm Macdonald Has a Show",2018,"Norm MacDonald"
"Hap and Leonard",2016,"Nick Damici"
"Dark Desire",2020,"Leticia López Margalli"
"Seis Manos",2019,"Brad Graeber"
"Seis Manos",2019,"Álvaro Rodríguez"
"Control Z",2020,"Miguel García Moreno"
"Control Z",2020,"Adriana Pelusi"
"Kengan Ashura",2019,"Daromeon"
"Kengan Ashura",2019,"Yabako Sandrovich"
"Kengan Ashura",2019,"Makoto Uezu"
"Black Money Love",2014,"Eylem Canpolat"
"Black Money Love",2014,"Sema Ergenekon"
"The House of Flowers",2018,"Manolo Caro"
"The House of Flowers",2018,"Mara Vargas Jackson"
"Fatma",2021,"Ozgur Onurme"
"Fatma",2021,"Ahmet Vatan"
"America's Next Top Model",2003,"Ken Mok"
"Tribes of Europa",2021,"Philip Koch"
"Tribes of Europa",2021,"Jana Burbach"
"Grand Army",2020,"Katie Cappiello"
"Grand Army",2020,"Randy McKinnon"
"Somos.",2021,"Monika Revilla"
"Somos.",2021,"James Schamus"
"The Great Heist",2020,"Pablo Gonzalez"
"The Great Heist",2020,"C.S. Prince"
"The One",2021,"John Marrs"
"The One",2021,"Howard Overman"
"Carmen Sandiego",2019,"Duane Capizzi"
"Traitors",2019,"Bathsheba Doran"
"Traitors",2019,"Emily Ballou"
"Traitors",2019,"Tracey Scott Wilson"
"Wet Hot American Summer: Ten Years Later",2017,"Michael Showalter"
"Wet Hot American Summer: Ten Years Later",2017,"David Wain"
"The Neighbor",2019,"Miguel Esteban"
"Salt Fat Acid Heat",2018,"Samin Nosrat"
"Billy on the Street",2011,"Doug Brady"
"Billy on the Street",2011,"Billy Eichner"
"October Faction",2020,"Damian Kindler"
"October Faction",2020,"Keely MacDonald"
"Start-Up",2020,"Park Hye-ryeon"
"The Break",2016,"Monia Ayachi"
"The Letter for the King",2020,"William Davies"
"The Letter for the King",2020,"Tonke Dragt"
"Osmosis",2019,"Gabriel Chiche"
"Osmosis",2019,"Louis Chiche"
"Osmosis",2019,"William Chiche"
"Another Life",2019,"Alejandro Alcoba"
"Another Life",2019,"Romeo Candido"
"The Eddy",2020,"Jack Thorne"
"Pacific Rim: The Black",2021,"Greg Johnson"
"The Windsors",2016,"George Jeffrie"
"Rebellion",2016,"Colin Teevan"
"The Pharmacist",2020,"Lana Barkin"
"The Pharmacist",2020,"Jenner Furst"
"The Pharmacist",2020,"Jed Lipinski"
"The A List",2018,"Dan Berlinka"
"Tales of the City",2019,"Hansol Jung"
"Tales of the City",2019,"Armistead Maupin"
"Disjointed",2017,"Will Hayes"
"Disjointed",2017,"David Javerbaum"
"Medical Police",2020,"Rob Corddry"
"Gentefied",2020,"Linda Yvette Chávez"
"Wanderlust",2018,"Nick Payne"
"Home for Christmas",2019,"Kristian Andersen"
"Home for Christmas",2019,"Miriam Larsen"
"Paradise PD",2018,"Roger Black"
"Paradise PD",2018,"Waco O'Guin"
"The Bachelorette",2003,"Mike Fleiss"
"The Bachelorette",2003,"Kristian Harloff"
"Little Witch Academia",2017,"Michiru Shimada"
"Little Witch Academia",2017,"Yô Yoshinari"
"El marginal",2016,"Israel Adrián Caetano"
"El marginal",2016,"Nicolás Marina"
"Kakegurui",2017,"Christian La Monte"
"Kakegurui",2017,"Rachel Robinson"
"Kakegurui",2017,"Homura Kawamoto"
"Attenborough's Life in Colour",2021,"Adam Geiger"
"Mortel",2019,"Frédéric Garcia"
"Mortel",2019,"Lola Roqueplo"
"Kath & Kim",2002,"Gina Riley"
"Kath & Kim",2002,"Magda Szubanski"
"Charité",2017,"Sabine Thor-Wiedemann"
"Charité",2017,"Dorothee Schön"
"Hoarders",2009,"Pat Barnes"
"Hoarders",2009,"Gevin Booth"
"Hoarders",2009,"Jason Brewer"
"Record of Ragnarok",2021,"Yung-I Chang"
"Record of Ragnarok",2021,"Kris Knigge"
"White Lines",2020,"Álex Pina"
"White Lines",2020,"Ed Wethered"
"A Korean Odyssey",2017,"Jeong-eun Hong"
"A Korean Odyssey",2017,"Mi-ran Hong"
"Snabba Cash",2021,"Oskar Söderlund"
"Snabba Cash",2021,"Michael Hjorth"
"Luis Miguel: The Series",2018,"Larissa Andrade"
"Black Space",2020,"Anat Gafni"
"Black Space",2020,"Sahar Shavit"
"Love, Chunibyo & Other Delusions",2012,"Katelyn Barr"
"Love, Chunibyo & Other Delusions",2012,"Jukki Hanada"
"Love, Chunibyo & Other Delusions",2012,"Lainee Hooks"
"Kabaneri of the Iron Fortress",2016,"Rob Blatt"
"Kabaneri of the Iron Fortress",2016,"Ichirô Ôkouchi"
"Kabaneri of the Iron Fortress",2016,"Hiroshi Seko"
"Sister, Sister",1994,"Kim Bass"
"Greenhouse Academy",2017,"Giora Chamizer"
"Mr. Iglesias",2019,"Kevin Hench"
"Mr. Iglesias",2019,"Chris Garcia"
"Paranoid",2016,"Bill Gallagher"
"The Game",2006,"Mara Brock Akil"
"The Game",2006,"Kenny Smith Jr."
"Greenleaf",2016,"Craig Wright"
"Naomi Osaka",2021,"Leonard François"
"Oh My Ghost",2015,"Hee-Seung Yang"
"Oh My Ghost",2015,"Seo-Yoon Yang"
"Life Sentence",2018,"Erin Cardillo"
"Life Sentence",2018,"Richard Keith"
"Dogs of Berlin",2018,"Christian Alvart"
"Dogs of Berlin",2018,"Jan Cronauer"
"Dogs of Berlin",2018,"Georg Hartmann"
"Yasuke",2021,"Flying Lotus"
"Yasuke",2021,"Nick Jones Jr."
"Sam & Cat",2013,"Dan Schneider"
"Girls from Ipanema",2019,"Luna Grimberg"
"Girls from Ipanema",2019,"Giuliano Cedroni"
"Girls from Ipanema",2019,"Heather Roth"
"High on the Hog: How African American Cuisine Transformed America",2021,"Jonathan Clasberry"
"High on the Hog: How African American Cuisine Transformed America",2021,"Shoshana Guy"
"High on the Hog: How African American Cuisine Transformed America",2021,"Christina Lenis"
"Challenger: The Final Flight",2020,"Steven Leckart"
"Challenger: The Final Flight",2020,"Glen Zipper"
"Sexify",2021,"Kalina Alabrudzinska"
"Sexify",2021,"Malgorzata Biedronska"
"The Good Cop",2018,"Erez Aviram"
"The Good Cop",2018,"Tomer Aviram"
"The Good Cop",2018,"Jack Bernstein"
"The Uncanny Counter",2020,"Se-bom Kim"
"The Uncanny Counter",2020,"Ji-na Yeo"
"Law School",2021,"Seo In"
"The English Game",2020,"Richard Barber"
"The English Game",2020,"Tony Charles"
"Chambers",2019,"Charmaine De Grate"
"Chambers",2019,"Jason Gavin"
"Selena: The Series",2020,"Pamela Garcia Rooney"
"Selena: The Series",2020,"Jessica Lopez"
"Cells at Work!",2018,"Yuko Kakihara"
"Cells at Work!",2018,"Kris Knigge"
"Cells at Work!",2018,"Akane Shimizu"
"Reckoning",2019,"Katrina Cabrera Ortega"
"Reckoning",2019,"David Hubbard"
"The Mole",2001,"Jill Dickerson"
"The Mole",2001,"Sandi Johnson"
"The Mole",2001,"Derrick Speight"
"Queen Sono",2020,"Kagiso Lediga"
"WWII in HD",2009,"Hunter Dunn"
"WWII in HD",2009,"Matthew Ginsburg"
"WWII in HD",2009,"Ben Kaplan"
"W1A",2014,"John Morton"
"Cuckoo",2012,"Robin French"
"March Comes in Like a Lion",2016,"Yukito Kizawa"
"March Comes in Like a Lion",2016,"Marlan Moore"
"March Comes in Like a Lion",2016,"Chika Umino"
"Börü",2018,"Alper Caglar"
"The Mess You Leave Behind",2020,"Carlos Montero"
"Elize Matsunaga: Once Upon a Crime",2021,"Diana Golts"
"Elize Matsunaga: Once Upon a Crime",2021,"Elaine Perrotte"
"Invisible City",2021,"Ludmila Naves"
"Invisible City",2021,"Antonio Arruda"
"Invisible City",2021,"Rodrigo Batista"
"High Seas",2019,"Ramón Campos"
"Man Down",2013,"Greg Davies"
"Hitler's Circle of Evil",2017,"Simon Deeley"
"Hitler's Circle of Evil",2017,"Matthew Hinchcliffe"
"Hitler's Circle of Evil",2017,"Vicky Matthews"
"Degrassi: Next Class",2016,"Celeste Bronfman"
"Degrassi: Next Class",2016,"Ian MacIntyre"
"The Woods",2020,"Harlan Coben"
"The Woods",2020,"Agata Malesinska"
"This Is Pop",2021,"Del Cowie"
"This Is Pop",2021,"Samantha Hall"
"Godzilla Singular Point",2021,"Tô Enjo"
"My Babysitter's a Vampire",2011,"Jennifer Pertsch"
"Mad for Each Other",2021,"Ah Kyung"
"Typewriter",2019,"Sujoy Ghosh"
"Typewriter",2019,"Pratim D. Gupta"
"Sonic X",2003,"Hiro Masaki"
"Sonic X",2003,"Yuji Naka"
"Monthly Girls' Nozaki-kun",2014,"Katelyn Barr"
"Monthly Girls' Nozaki-kun",2014,"Yoshiko Nakamura"
"Monthly Girls' Nozaki-kun",2014,"Izumi Tsubaki"
"History of Swear Words",2021,"Bellamie Blackstone"
"History of Swear Words",2021,"Joel Boyd"
"History of Swear Words",2021,"Sara Schaefer"
"Dolly Parton's Heartstrings",2019,"Thomas Ian Griffith"
"Dolly Parton's Heartstrings",2019,"Gary Grubbs"
"Dolly Parton's Heartstrings",2019,"Mary Page Keller"
"Arthdal Chronicles",2019,"Young-Hyun Kim"
"Arthdal Chronicles",2019,"Sang-yeon Park"
"The Next Step",2013,"Frank van Keeken"
"Midnight Diner: Tokyo Stories",2016,"Yarô Abe"
"Midnight Diner: Tokyo Stories",2016,"Kensaku Kojima"
"Midnight Diner: Tokyo Stories",2016,"Katsuhiko Manabe"
"The Barrier",2020,"Clara Botas"
"The Barrier",2020,"Roberto Martín Maiztegui"
"The Barrier",2020,"Inés París"
"Cannon Busters",2019,"Amanda Céline Miller"
"Cannon Busters",2019,"Matt Wayne"
"Cannon Busters",2019,"Natasha Allegri"
"Something in the Rain",2018,"Kim Eun"
"Haters Back Off",2016,"Nathaniel Avila"
"Young Wallander",2020,"Henning Mankell"
"Young Wallander",2020,"Ben Harris"
"Toy Boy",2019,"César Benítez"
"Toy Boy",2019,"Juan Carlos Cueto"
"Aunty Donna's Big Ol' House of Fun",2020,"Mark Samual Bonanno"
"Aunty Donna's Big Ol' House of Fun",2020,"Aunty Donna"
"Aunty Donna's Big Ol' House of Fun",2020,"Broden Kelly"
"Sofia the First",2013,"Craig Gerber"
"The Joel McHale Show with Joel McHale",2018,"K.P. Anderson"
"The Joel McHale Show with Joel McHale",2018,"Dominic DeLeo"
"The Joel McHale Show with Joel McHale",2018,"Andrew Genser"
"America's Book of Secrets",2012,"Kevin Burns"
"America's Book of Secrets",2012,"Brian Coughlin"
"America's Book of Secrets",2012,"Matt Donnelly"
"Kiss Me First",2018,"Jamie Brittain"
"Kiss Me First",2018,"Laura Deeley"
"Kiss Me First",2018,"Bryan Elsley"
"A Very Secret Service",2015,"Jean-François Halin"
"A Very Secret Service",2015,"Claire Lemaréchal"
"Scissor Seven",2018,"Xiaofeng He"
"Summertime",2020,"Enrico Audenino"
"Turn Up Charlie",2019,"Idris Elba"
"Turn Up Charlie",2019,"Gary Reich"
"Turn Up Charlie",2019,"Georgia Lester"
"The K2",2016,"Jang Hyeok-rin"
"Prison Playbook",2017,"Bo-Hoon Jung"
"The Twelve",2019,"Sanne Nuyens"
"The Twelve",2019,"Bert Van Dael"
"Valor",2017,"Kyle Jarrow"
"Valor",2017,"Casey Fisher"
"Northern Rescue",2019,"Mark Bacci"
"Equinox",2020,"Mette Kruse"
"Equinox",2020,"Tea Lindeburg"
"Code Lyoko",2003,"Thomas Romain"
"Code Lyoko",2003,"Manuel Valdivia"
"Code Lyoko",2003,"Chus Vallejo"
"Champions",2018,"Charlie Grandy"
"Champions",2018,"Mindy Kaling"
"Winx Club",2004,"Iginio Straffi"
"Winx Club",2004,"Francesco Artibani"
"Dragons: Race to the Edge",2015,"Ann Austen"
"Dragons: Race to the Edge",2015,"Laura Bowes"
"Dragons: Race to the Edge",2015,"Douglas Britton"
"Age of Samurai: Battle for Japan",2021,"Greg Beer"
"Age of Samurai: Battle for Japan",2021,"Matthew Booi"
"Age of Samurai: Battle for Japan",2021,"Robert Eaton"
"Vexed",2010,"Howard Overman"
"Family Business",2019,"Jonathan Cohen"
"Family Business",2019,"Shane Gotcher"
"Family Business",2019,"Igor Gotesman"
"Cathedral of the Sea",2018,"Ildefonso Falcones"
"Cathedral of the Sea",2018,"Tyler Rhoads"
"Cathedral of the Sea",2018,"Rodolf Sirera"
"Man to Man",2017,"Won-Suk Kim"
"History 101",2020,"Bruce Kennedy"
"Cat People",2021,"Glen Zipper"
"Cooked",2016,"Michael Pollan"
"Monarca",2019,"Diego Gutierrez"
"Perfume",2018,"Eva Kranenburg"
"Perfume",2018,"Patrick Süskind"
"Avlu",2018,"Osman Burak Gülveren"
"Wild District",2018,"Cristian Conti"
"Wild District",2018,"Mauricio Leiva-Cock"
"Magic for Humans",2018,"David Dineen-Porter"
"Magic for Humans",2018,"Daniel Kinno"
"50M2",2021,"Burak Aksak"
"Mako Mermaids: An H2O Adventure",2013,"Jonathan M. Shiff"
"Mako Mermaids: An H2O Adventure",2013,"Mark Shirrefs"
"Extracurricular",2020,"Jin Han-sae"
"Tunnel",2017,"Lee Eun-Mi"
"Marseille",2016,"Dan Franck"
"Wakfu",2008,"Anthony Roux"
"Wakfu",2008,"Olivier Vannelle"
"Wakfu",2008,"Anne-Charlotte Roux"
"H",1998,"Kader Aoun"
"H",1998,"Eric Judor"
"The War Next-door",2021,"Carmen Castro"
"The War Next-door",2021,"Moises Dayan Schneider"
"The War Next-door",2021,"Silvia Ortega Vettoretti"
"Betaal",2020,"Adhir Bhat"
"Betaal",2020,"Patrick Graham"
"Sin Senos Sí Hay Paraíso",2016,"Gustavo Bolívar Moreno"
"Sin Senos Sí Hay Paraíso",2016,"Mariángelica Duque"
"Japan Sinks: 2020",2020,"Sakyo Komatsu"
"Japan Sinks: 2020",2020,"Toshio Yoshitaka"
"Run On",2020,"Park Shi-Hyun"
"Girlfriends",2000,"Mara Brock Akil"
"Mobile Suit Gundam: Iron-Blooded Orphans",2015,"Yoshiyuki Tomino"
